id,date,conversationId,inReplyToTweetId,inReplyToUser,user,user_id,rawContent,lang,hashtags,cashtags,mentionedUsers_ids,mentionedUsers_usernames,media_photos_count,media_videos_count,media_animated_count,place,sourceLabel,replyCount,retweetCount,likeCount,quoteCount,bookmarkedCount,viewCount,quotedTweet_id,quotedTweet_date,quotedTweet_user_id,quotedTweet_user_username,rawContent_clean,community
1833167775948267861,2024-09-09 15:37:11+00:00,1833149672602366205,1.833165720688935e+18,erwin_fern84019,MMiaumersons,889303115710836736,@erwin_fern84019 @piero_coen @FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Son billones los que se pierden de impuestos en USA es legal pueden ser clientes. Que de todos modos ya se siembra y se les vende pero solo el narco recibe,es,,,"1816584656868831234,2460672423,1744119413383598080,93938886,89030065,130315077,260318585,235332308,145724847,495102115","erwin_fern84019,piero_coen,FJimenezmingob,traficogt,mingobguate,PNCdeGuatemala,DiariodeCA,AGN_noticias,Radio_TGW,GuatemalaGob",0,0,0,,Twitter for Android,0,0,1,0,0,111.0,,,,,@erwin_fern84019 @piero_coen @fjimenezmingob @traficogt @mingobguate @pncdeguatemala @diariodeca @agn_noticias @radio_tgw @guatemalagob son billones los que se pierden de impuestos en usa es legal pueden ser clientes. que de todos modos ya se siembra y se les vende pero solo el narco recibe,
1833165720688935030,2024-09-09 15:29:01+00:00,1833149672602366205,1.833163073567249e+18,piero_coen,erwin_fern84019,1816584656868831234,@piero_coen @FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob sos o te hacés🤔,es,,,"2460672423,1744119413383598080,93938886,89030065,130315077,260318585,235332308,145724847,495102115","piero_coen,FJimenezmingob,traficogt,mingobguate,PNCdeGuatemala,DiariodeCA,AGN_noticias,Radio_TGW,GuatemalaGob",0,0,0,,Twitter for Android,2,0,2,0,0,192.0,,,,,@piero_coen @fjimenezmingob @traficogt @mingobguate @pncdeguatemala @diariodeca @agn_noticias @radio_tgw @guatemalagob sos o te hacés🤔,8.0
1833164002769154418,2024-09-09 15:22:11+00:00,1833149672602366205,1.8331496726023662e+18,FJimenezmingob,rivera_bambu,103742299,@FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Legalícenla!,es,,,"1744119413383598080,93938886,89030065,130315077,260318585,235332308,145724847,495102115","FJimenezmingob,traficogt,mingobguate,PNCdeGuatemala,DiariodeCA,AGN_noticias,Radio_TGW,GuatemalaGob",0,0,0,,Twitter for iPhone,0,0,0,0,0,61.0,,,,,@fjimenezmingob @traficogt @mingobguate @pncdeguatemala @diariodeca @agn_noticias @radio_tgw @guatemalagob legalícenla!,8.0
1833163073567248854,2024-09-09 15:18:29+00:00,1833149672602366205,1.8331496726023662e+18,FJimenezmingob,piero_coen,2460672423,@FJimenezmingob @traficogt @mingobguate @PNCdeGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob Véndanla y recauden impuestos.,es,,,"1744119413383598080,93938886,89030065,130315077,260318585,235332308,145724847,495102115","FJimenezmingob,traficogt,mingobguate,PNCdeGuatemala,DiariodeCA,AGN_noticias,Radio_TGW,GuatemalaGob",0,0,0,,Twitter for iPhone,3,3,72,0,0,3034.0,,,,,@fjimenezmingob @traficogt @mingobguate @pncdeguatemala @diariodeca @agn_noticias @radio_tgw @guatemalagob véndanla y recauden impuestos.,8.0
1833151842772992423,2024-09-09 14:33:52+00:00,1833151842772992423,,amilcarmontejo,contreras_tani,3160454737,@amilcarmontejo @traficogt apoyo en la 7 avenida y cuarta calle zona 9 ya que no funciona ningun semaforo y es un caos vehicular,es,,,"372126670,93938886","amilcarmontejo,traficogt",0,0,0,,Twitter for Android,0,0,0,0,0,23.0,,,,,@amilcarmontejo @traficogt apoyo en la 7 avenida y cuarta calle zona 9 ya que no funciona ningun semaforo y es un caos vehicular,12.0
1833095032829518142,2024-09-09 10:48:07+00:00,1833095032829518142,,,express_foto,723873907,"#Guatemala 

Se reporta bus volcado en la Av. Bolívar y 33 calle zona 8. @traficogt @amilcarmontejo /@soy_502 @prensa_libre https://t.co/8zkwhY55Xh",es,Guatemala,,"93938886,372126670,1687984068,38687143","traficogt,amilcarmontejo,soy_502,prensa_libre",0,1,0,,Twitter for iPhone,0,0,2,0,0,105.0,,,,,"#guatemala 

se reporta bus volcado en la av. bolívar y 33 calle zona 8. @traficogt @amilcarmontejo /@soy_502 @prensa_libre https://t.co/8zkwhy55xh",4.0
1832978253738303569,2024-09-09 03:04:05+00:00,1832978253738303569,,,express_foto,723873907,"#Guatemala 

Habilitado el paso en el km 11.5 carretera a #ElSalvador @traficogt https://t.co/eXAfK8UcXt",es,"Guatemala,ElSalvador",,93938886,traficogt,0,1,0,,Twitter for iPhone,0,0,2,0,0,164.0,,,,,"#guatemala 

habilitado el paso en el km 11.5 carretera a #elsalvador @traficogt https://t.co/exafk8ucxt",4.0
1832855104464290053,2024-09-08 18:54:44+00:00,1832851233213927544,1.8328512332139274e+18,CubReserva,CubReserva,1155617398675988481,"@EmisorasUnidas @_ojoconmipisto @soy_502 @pattyo502 @CONAPgt @marnguate @Guatevision_tv @PublinewsGT @AztecaNoticiaGT @eP_investiga @vecinosz16 @luisvengt @QuorumGT @TN23NOTICIAS @traficogt @karinapazGt @Josechic86 @samuel_pz @mmendoza_GT @TelediarioGT @GuatemalaGob @NilrilesoR @oco_motora @Alex_balsells @lahoragt @JLFont001 @jpdardon @justiciayagt @Zoom_502gt @PlazaPublicaGT  tráfico  imposible en z 16, se está saturando demasiado",es,,,"40256008,1915801717,1687984068,4353722955,1320661748,498970290,43971175,710243881409839104,221932544,1767300056569315328,1831093180407627776,1323798164,1384532486575820803,228171408,93938886,46398081,1545610440780169216,338653885,202303067,74015550,495102115,446093953,3365924892,450859699,168557941,298862867,309408222,3301285679,1497364184799096834,252783353","EmisorasUnidas,_ojoconmipisto,soy_502,pattyo502,CONAPgt,marnguate,Guatevision_tv,PublinewsGT,AztecaNoticiaGT,eP_investiga,vecinosz16,luisvengt,QuorumGT,TN23NOTICIAS,traficogt,karinapazGt,Josechic86,samuel_pz,mmendoza_GT,TelediarioGT,GuatemalaGob,NilrilesoR,oco_motora,Alex_balsells,lahoragt,JLFont001,jpdardon,justiciayagt,Zoom_502gt,PlazaPublicaGT",0,0,0,,Twitter for Android,0,2,7,0,0,232.0,,,,,"@emisorasunidas @_ojoconmipisto @soy_502 @pattyo502 @conapgt @marnguate @guatevision_tv @publinewsgt @aztecanoticiagt @ep_investiga @vecinosz16 @luisvengt @quorumgt @tn23noticias @traficogt @karinapazgt @josechic86 @samuel_pz @mmendoza_gt @telediariogt @guatemalagob @nilrilesor @oco_motora @alex_balsells @lahoragt @jlfont001 @jpdardon @justiciayagt @zoom_502gt @plazapublicagt  tráfico  imposible en z 16, se está saturando demasiado",
1832797622265950456,2024-09-08 15:06:19+00:00,1819462646070235270,1.8194626460702354e+18,traficogt,ElmerLandazuri7,1822024509375049731,@traficogt Da la cara maldito net,es,,,93938886,traficogt,0,0,0,,Twitter for Android,0,0,0,0,0,18.0,,,,,@traficogt da la cara maldito net,
1832496499327947068,2024-09-07 19:09:46+00:00,1832494313454088695,1.8324943134540887e+18,Noti_Atlantico,molinerosed,2224026458,@Noti_Atlantico @muniguate @bomberosmuni @BVoluntariosGT @TelediarioGT @T13Noticias @traficogt xxx,und,,,"1032020094237466624,94355727,404505766,306279394,74015550,112886016,93938886","Noti_Atlantico,muniguate,bomberosmuni,BVoluntariosGT,TelediarioGT,T13Noticias,traficogt",0,0,0,,Twitter for Android,0,1,4,0,0,1968.0,,,,,@noti_atlantico @muniguate @bomberosmuni @bvoluntariosgt @telediariogt @t13noticias @traficogt xxx,4.0
1832166823317356587,2024-09-06 21:19:45+00:00,1832165300231446534,1.8321653002314465e+18,traficogt,Jul_Sando_1962,1535855283850776576,@traficogt Ni Cerca de ese precio! El descaro total y aberrante de la CLICA perversa.,es,,,93938886,traficogt,0,0,0,,Twitter for Android,0,0,0,0,0,78.0,,,,,@traficogt ni cerca de ese precio! el descaro total y aberrante de la clica perversa.,
1832165300231446534,2024-09-06 21:13:42+00:00,1832165300231446534,,,traficogt,93938886,"Cuál es el valor real de ese terrenito donde estaba Pecos Bill?  $700,000?  No lo creo.",es,,,,,0,0,0,,Twitter for Android,1,17,31,1,1,2671.0,1.8314974948509125e+18,2024-09-05 01:00:05+00:00,87101238.0,Sonny_Figueroa,"cuál es el valor real de ese terrenito donde estaba pecos bill?  $700,000?  no lo creo.",2.0
1831497494850912630,2024-09-05 01:00:05+00:00,1831497494850912630,,,Sonny_Figueroa,87101238,"Resulta que la @muniguate y el alcalde @RQuinonezL se quejan de que no tienen instalaciones para las escuelas municipales, pero omiten decir que venden terrenos municipales

Acá un hilo 🧵 de cómo la @muniguate vendió un terreno del Estado al @BancoIndustrial por Q5.5 millones https://t.co/Abz2aZrVRI",es,,,"94355727,991834302781456384,94355727,155964429","muniguate,RQuinonezL,muniguate,BancoIndustrial",1,0,0,,Twitter for iPhone,101,1126,2556,69,129,163667.0,,,,,"resulta que la @muniguate y el alcalde @rquinonezl se quejan de que no tienen instalaciones para las escuelas municipales, pero omiten decir que venden terrenos municipales

acá un hilo 🧵 de cómo la @muniguate vendió un terreno del estado al @bancoindustrial por q5.5 millones https://t.co/abz2azrvri",
1832081861977244056,2024-09-06 15:42:08+00:00,1832081861977244056,,,eeliezer1985,3313756851,Arbol caído en carril Auxiliar de la Col. 4 de Febrero Zona 7. @amilcarmontejo @muniguate @traficogt @DTransitoPNC https://t.co/D4ggTV9Vsa,es,,,"372126670,94355727,93938886,604917414","amilcarmontejo,muniguate,traficogt,DTransitoPNC",0,1,0,,Twitter for Android,0,0,0,0,0,25.0,,,,,arbol caído en carril auxiliar de la col. 4 de febrero zona 7. @amilcarmontejo @muniguate @traficogt @dtransitopnc https://t.co/d4ggtv9vsa,4.0
1832046071259750422,2024-09-06 13:19:55+00:00,1832046071259750422,,,traficogt,93938886,"¿Cuánto es el financiamiento electoral no registrado de @PartidoUne y @SandraTorresGUA, @MPguatemala? ¿Por qué razón no está en prisión preventiva Torres y con el caso bajo reserva?

Guatemaltecos: copien y publiquen en un nuevo post este texto. 

#MinisterioPúblicoGt",es,MinisterioPúblicoGt,,"1476238463032868880,605571056,609174347","PartidoUne,SandraTorresGUA,MPguatemala",0,0,0,,Twitter for Android,0,1,5,1,0,859.0,,,,,"¿cuánto es el financiamiento electoral no registrado de @partidoune y @sandratorresgua, @mpguatemala? ¿por qué razón no está en prisión preventiva torres y con el caso bajo reserva?

guatemaltecos: copien y publiquen en un nuevo post este texto. 

#ministeriopúblicogt",2.0
1831907990305485291,2024-09-06 04:11:14+00:00,1831907990305485291,,,GigantedeColch,896567204266770434,"Esa ciudad no tiene Alcalde, no hay policía de Tránsito. Junto con el Alcalde de @scpmuni tienen un vergueo en el tráfico de salida de Pinula. Son ineptos @soy_502 ambos deben renunciar. @traficogt",es,,,"143108901,1687984068,93938886","scpmuni,soy_502,traficogt",0,0,0,,Twitter for Android,0,0,0,0,0,54.0,1.8314073424010243e+18,2024-09-04 19:01:50+00:00,2500782616.0,viniciogutierr3,"esa ciudad no tiene alcalde, no hay policía de tránsito. junto con el alcalde de @scpmuni tienen un vergueo en el tráfico de salida de pinula. son ineptos @soy_502 ambos deben renunciar. @traficogt",
1831407342401024242,2024-09-04 19:01:50+00:00,1831407342401024242,,,viniciogutierr3,2500782616,"Camión sin frenos embiste varios vehículos bajando San José Pinula.

Se desconoce el número de personas heridas tras el percance. https://t.co/MbtUSSjKov",es,,,,,0,1,0,,Twitter for iPhone,29,101,637,15,86,110085.0,,,,,"camión sin frenos embiste varios vehículos bajando san josé pinula.

se desconoce el número de personas heridas tras el percance. https://t.co/mbtussjkov",4.0
1831836613548372157,2024-09-05 23:27:37+00:00,1831678671473799273,1.8316786714737992e+18,soy_502,GigantedeColch,896567204266770434,@soy_502 El problema es que lo quieren solucionar con REVERSIBLES 1. deberían pensar en colocar oficinas del estado en carretera y que esos empleados no bajen a la ciudad. 2. Otra carretera de una solo vía para bajar. @BArevalodeLeon @COVIAL_CIV @traficogt,es,,,"1687984068,945378369818058752,612845237,93938886","soy_502,BArevalodeLeon,COVIAL_CIV,traficogt",0,0,0,,Twitter for Android,0,0,0,0,0,113.0,,,,,@soy_502 el problema es que lo quieren solucionar con reversibles 1. deberían pensar en colocar oficinas del estado en carretera y que esos empleados no bajen a la ciudad. 2. otra carretera de una solo vía para bajar. @barevalodeleon @covial_civ @traficogt,
1831717809992147347,2024-09-05 15:35:32+00:00,1831497800154316841,1.8314978001543168e+18,traficogt,arthurShp_wf,1467115318149529602,@traficogt Ya llora de una vez 🤡😂,es,,,93938886,traficogt,0,0,0,,Twitter for Android,0,0,0,0,0,22.0,,,,,@traficogt ya llora de una vez 🤡😂,
1831702603337531468,2024-09-05 14:35:06+00:00,1831432310799090137,1.831442761649951e+18,jpablo998af,carlosrkestler,1674409940,@jpablo998af @traficogt @PlazaPublicaGT ¡Esooo!,und,,,"1470400596796751883,93938886,252783353","jpablo998af,traficogt,PlazaPublicaGT",0,0,0,,Twitter for iPhone,0,0,0,0,0,32.0,,,,,@jpablo998af @traficogt @plazapublicagt ¡esooo!,3.0
1831691498955407618,2024-09-05 13:50:59+00:00,1831691498955407618,,,vir129,371901619,"Hasta cuando los motoristas no respetaran las normas de tránsito!
Las autoridades ya deberían de regularlos
#yanomas  

@amilcarmontejo @muniguate @traficogt",es,yanomas,,"372126670,94355727,93938886","amilcarmontejo,muniguate,traficogt",0,0,0,,Twitter for iPhone,0,0,0,0,0,38.0,,,,,"hasta cuando los motoristas no respetaran las normas de tránsito!
las autoridades ya deberían de regularlos
#yanomas  

@amilcarmontejo @muniguate @traficogt",4.0
1831505239738085568,2024-09-05 01:30:51+00:00,1831502657854566704,1.8315026578545667e+18,traficogt,bayronortega68,1323748334,"@traficogt Hijos de pta no les importa la población, solo su bolsa y el caos",es,,,93938886,traficogt,0,0,0,,Twitter for Android,0,0,0,0,0,36.0,,,,,"@traficogt hijos de pta no les importa la población, solo su bolsa y el caos",2.0
1831502657854566704,2024-09-05 01:20:35+00:00,1831502657854566704,,,traficogt,93938886,"""Negoción"" asturias es su verdadero nombre.",es,,,,,0,0,0,,Twitter for Android,1,0,6,0,0,1249.0,1.8310784185631293e+18,2024-09-03 21:14:49+00:00,1.7673000565693153e+18,eP_investiga,"""negoción"" asturias es su verdadero nombre.",2.0
1831078418563129466,2024-09-03 21:14:49+00:00,1831078418563129466,,,eP_investiga,1767300056569315328,"#Ahora 🚨 | Decenas de repartidores de apps, choferes de tuc tucs, y conductores de Uber se manifiestan en el parque de Antigua Guatemala.

Protestan contra el alcalde Juan Manuel Asturias por su plan de distribuir tuc tucs eléctricos desde la municipalidad y por las estrictas multas que reciben al estacionarse para recoger o entregar pedidos, así como para dejar o recoger pasajeros, lo que obstaculiza su trabajo. 

Vía @jovannagarcon",es,Ahora,,,,3,0,0,,Twitter for iPhone,11,71,241,8,3,18546.0,,,,,"#ahora 🚨 | decenas de repartidores de apps, choferes de tuc tucs, y conductores de uber se manifiestan en el parque de antigua guatemala.

protestan contra el alcalde juan manuel asturias por su plan de distribuir tuc tucs eléctricos desde la municipalidad y por las estrictas multas que reciben al estacionarse para recoger o entregar pedidos, así como para dejar o recoger pasajeros, lo que obstaculiza su trabajo. 

vía @jovannagarcon",
1831497800154316841,2024-09-05 01:01:17+00:00,1831497800154316841,,,traficogt,93938886,A todo coche le llega su sábado y a los magistrados corruptos también.,es,,,,,0,0,0,,Twitter for Android,1,7,16,0,0,1337.0,1.831461150158127e+18,2024-09-04 22:35:39+00:00,1.168656310751191e+18,Ricigt1,a todo coche le llega su sábado y a los magistrados corruptos también.,2.0
